doc_id,chunk_size,overlap,gold_count,pred_count,tp,fp,fn,precision,recall,f1
NHC102219_episodio1008744732.txt,128,32,66,85,54,31,12,0.6352941176470588,0.8181818181818182,0.7152317880794701
NHC103087_episodio1008807132.txt,128,32,19,28,19,9,0,0.6785714285714286,1.0,0.8085106382978724
NHC103087_episodio1008807712.txt,128,32,51,69,44,25,7,0.6376811594202898,0.8627450980392157,0.7333333333333333
NHC103618_episodio1008373350.txt,128,32,63,83,53,30,10,0.6385542168674698,0.8412698412698413,0.7260273972602739
NHC103618_episodio1008373887.txt,128,32,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
NHC104109_episodio1008287424.txt,128,32,60,104,54,50,6,0.5192307692307693,0.9,0.6585365853658537
NHC106104_episodio1008739218.txt,128,32,2,2,2,0,0,1.0,1.0,1.0
NHC106104_episodio1008741129.txt,128,32,29,45,26,19,3,0.5777777777777777,0.896551724137931,0.7027027027027027
NHC107102_episodio1008411058.txt,128,32,22,24,19,5,3,0.7916666666666666,0.8636363636363636,0.8260869565217391
NHC107102_episodio1008411916.txt,128,32,97,153,95,58,2,0.6209150326797386,0.979381443298969,0.7599999999999999
NHC108175_episodio1008821007.txt,128,32,62,101,55,46,7,0.5445544554455446,0.8870967741935484,0.6748466257668712
NHC108981_episodio1008265273.txt,128,32,12,18,11,7,1,0.6111111111111112,0.9166666666666666,0.7333333333333334
NHC108981_episodio1008265564.txt,128,32,1,1,1,0,0,1.0,1.0,1.0
NHC109003_episodio1008474128.txt,128,32,70,96,65,31,5,0.6770833333333334,0.9285714285714286,0.783132530120482
NHC109629_episodio1008259249.txt,128,32,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
