doc_id,chunk_size,overlap,gold_count,pred_count,tp,fp,fn,precision,recall,f1
NHC102219_episodio1008744732.txt,256,64,66,78,54,24,12,0.6923076923076923,0.8181818181818182,0.7500000000000001
NHC103087_episodio1008807132.txt,256,64,19,28,19,9,0,0.6785714285714286,1.0,0.8085106382978724
NHC103087_episodio1008807712.txt,256,64,51,74,47,27,4,0.6351351351351351,0.9215686274509803,0.752
NHC103618_episodio1008373350.txt,256,64,63,82,54,28,9,0.6585365853658537,0.8571428571428571,0.7448275862068966
NHC103618_episodio1008373887.txt,256,64,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
NHC104109_episodio1008287424.txt,256,64,60,98,54,44,6,0.5510204081632653,0.9,0.6835443037974683
NHC106104_episodio1008739218.txt,256,64,2,2,2,0,0,1.0,1.0,1.0
NHC106104_episodio1008741129.txt,256,64,29,42,26,16,3,0.6190476190476191,0.896551724137931,0.732394366197183
NHC107102_episodio1008411058.txt,256,64,22,30,20,10,2,0.6666666666666666,0.9090909090909091,0.7692307692307692
NHC107102_episodio1008411916.txt,256,64,97,147,94,53,3,0.6394557823129252,0.9690721649484536,0.7704918032786886
NHC108175_episodio1008821007.txt,256,64,62,103,55,48,7,0.5339805825242718,0.8870967741935484,0.6666666666666666
NHC108981_episodio1008265273.txt,256,64,12,17,10,7,2,0.5882352941176471,0.8333333333333334,0.6896551724137931
NHC108981_episodio1008265564.txt,256,64,1,1,1,0,0,1.0,1.0,1.0
NHC109003_episodio1008474128.txt,256,64,70,90,66,24,4,0.7333333333333333,0.9428571428571428,0.8250000000000001
NHC109629_episodio1008259249.txt,256,64,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
