doc_id,chunk_size,overlap,gold_count,pred_count,tp,fp,fn,precision,recall,f1
NHC102219_episodio1008744732.txt,384,64,66,71,54,17,12,0.7605633802816901,0.8181818181818182,0.7883211678832117
NHC103087_episodio1008807132.txt,384,64,19,23,19,4,0,0.8260869565217391,1.0,0.9047619047619047
NHC103087_episodio1008807712.txt,384,64,51,65,45,20,6,0.6923076923076923,0.8823529411764706,0.7758620689655172
NHC103618_episodio1008373350.txt,384,64,63,67,53,14,10,0.7910447761194029,0.8412698412698413,0.8153846153846153
NHC103618_episodio1008373887.txt,384,64,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
NHC104109_episodio1008287424.txt,384,64,60,79,54,25,6,0.6835443037974683,0.9,0.776978417266187
NHC106104_episodio1008739218.txt,384,64,2,2,2,0,0,1.0,1.0,1.0
NHC106104_episodio1008741129.txt,384,64,29,34,26,8,3,0.7647058823529411,0.896551724137931,0.8253968253968255
NHC107102_episodio1008411058.txt,384,64,22,27,20,7,2,0.7407407407407407,0.9090909090909091,0.8163265306122449
NHC107102_episodio1008411916.txt,384,64,97,142,93,49,4,0.6549295774647887,0.9587628865979382,0.7782426778242679
NHC108175_episodio1008821007.txt,384,64,62,94,56,38,6,0.5957446808510638,0.9032258064516129,0.7179487179487178
NHC108981_episodio1008265273.txt,384,64,12,17,11,6,1,0.6470588235294118,0.9166666666666666,0.7586206896551724
NHC108981_episodio1008265564.txt,384,64,1,1,1,0,0,1.0,1.0,1.0
NHC109003_episodio1008474128.txt,384,64,70,95,66,29,4,0.6947368421052632,0.9428571428571428,0.7999999999999999
NHC109629_episodio1008259249.txt,384,64,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
