doc_id,chunk_size,overlap,gold_count,pred_count,tp,fp,fn,precision,recall,f1
NHC102219_episodio1008744732.txt,256,0,66,59,54,5,12,0.9152542372881356,0.8181818181818182,0.8640000000000001
NHC103087_episodio1008807132.txt,256,0,19,20,19,1,0,0.95,1.0,0.9743589743589743
NHC103087_episodio1008807712.txt,256,0,51,54,45,9,6,0.8333333333333334,0.8823529411764706,0.8571428571428571
NHC103618_episodio1008373350.txt,256,0,63,63,53,10,10,0.8412698412698413,0.8412698412698413,0.8412698412698413
NHC103618_episodio1008373887.txt,256,0,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
NHC104109_episodio1008287424.txt,256,0,60,61,54,7,6,0.8852459016393442,0.9,0.8925619834710743
NHC106104_episodio1008739218.txt,256,0,2,2,2,0,0,1.0,1.0,1.0
NHC106104_episodio1008741129.txt,256,0,29,31,26,5,3,0.8387096774193549,0.896551724137931,0.8666666666666666
NHC107102_episodio1008411058.txt,256,0,22,24,20,4,2,0.8333333333333334,0.9090909090909091,0.8695652173913043
NHC107102_episodio1008411916.txt,256,0,97,116,94,22,3,0.8103448275862069,0.9690721649484536,0.8826291079812206
NHC108175_episodio1008821007.txt,256,0,62,81,55,26,7,0.6790123456790124,0.8870967741935484,0.7692307692307693
NHC108981_episodio1008265273.txt,256,0,12,14,11,3,1,0.7857142857142857,0.9166666666666666,0.8461538461538461
NHC108981_episodio1008265564.txt,256,0,1,1,1,0,0,1.0,1.0,1.0
NHC109003_episodio1008474128.txt,256,0,70,73,66,7,4,0.9041095890410958,0.9428571428571428,0.923076923076923
NHC109629_episodio1008259249.txt,256,0,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
