doc_id,chunk_size,overlap,gold_count,pred_count,tp,fp,fn,precision,recall,f1
NHC102219_episodio1008744732.txt,384,32,66,71,54,17,12,0.7605633802816901,0.8181818181818182,0.7883211678832117
NHC103087_episodio1008807132.txt,384,32,19,23,19,4,0,0.8260869565217391,1.0,0.9047619047619047
NHC103087_episodio1008807712.txt,384,32,51,53,45,8,6,0.8490566037735849,0.8823529411764706,0.8653846153846154
NHC103618_episodio1008373350.txt,384,32,63,68,54,14,9,0.7941176470588235,0.8571428571428571,0.8244274809160305
NHC103618_episodio1008373887.txt,384,32,6,6,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
NHC104109_episodio1008287424.txt,384,32,60,62,53,9,7,0.8548387096774194,0.8833333333333333,0.8688524590163934
NHC106104_episodio1008739218.txt,384,32,2,2,2,0,0,1.0,1.0,1.0
NHC106104_episodio1008741129.txt,384,32,29,32,26,6,3,0.8125,0.896551724137931,0.8524590163934426
NHC107102_episodio1008411058.txt,384,32,22,26,20,6,2,0.7692307692307693,0.9090909090909091,0.8333333333333333
NHC107102_episodio1008411916.txt,384,32,97,127,94,33,3,0.7401574803149606,0.9690721649484536,0.8392857142857142
NHC108175_episodio1008821007.txt,384,32,62,80,55,25,7,0.6875,0.8870967741935484,0.7746478873239436
NHC108981_episodio1008265273.txt,384,32,12,18,11,7,1,0.6111111111111112,0.9166666666666666,0.7333333333333334
NHC108981_episodio1008265564.txt,384,32,1,1,1,0,0,1.0,1.0,1.0
NHC109003_episodio1008474128.txt,384,32,70,81,66,15,4,0.8148148148148148,0.9428571428571428,0.8741721854304636
NHC109629_episodio1008259249.txt,384,32,6,5,5,0,1,1.0,0.8333333333333334,0.9090909090909091
